연대,단어,품사,언어,빈도수
1970s,주리,ko_nouns,ko,3
1970s,바람,ko_nouns,ko,86
1970s,불지,ko_nouns,ko,1
1970s,슬픔,ko_nouns,ko,37
1970s,단,ko_nouns,ko,7
1970s,한번,ko_nouns,ko,35
1970s,윙크,ko_nouns,ko,12
1970s,살짝,ko_nouns,ko,9
1970s,다시,ko_nouns,ko,92
1970s,바보,ko_nouns,ko,26
1970s,요,ko_nouns,ko,27
1970s,푸른,ko_nouns,ko,30
1970s,파도,ko_nouns,ko,43
1970s,갈매기,ko_nouns,ko,7
1970s,항구,ko_nouns,ko,3
1970s,임,ko_nouns,ko,6
1970s,고서,ko_nouns,ko,3
1970s,다한,ko_nouns,ko,5
1970s,아쉬움,ko_nouns,ko,4
1970s,철새,ko_nouns,ko,11
1970s,임도,ko_nouns,ko,1
1970s,듯이,ko_nouns,ko,1
1970s,보슬비,ko_nouns,ko,1
1970s,연속,ko_nouns,ko,1
1970s,가지,ko_nouns,ko,12
1970s,사나이,ko_nouns,ko,19
1970s,난이,ko_nouns,ko,4
1970s,구나,ko_nouns,ko,8
1970s,후회,ko_nouns,ko,9
1970s,목,ko_nouns,ko,12
1970s,산울림,ko_nouns,ko,1
1970s,대답,ko_nouns,ko,5
1970s,하리,ko_nouns,ko,21
1970s,뉘우침,ko_nouns,ko,1
1970s,눈물,ko_nouns,ko,97
1970s,품,ko_nouns,ko,8
1970s,주오,ko_nouns,ko,24
1970s,그대,ko_nouns,ko,184
1970s,생각,ko_nouns,ko,106
1970s,진정,ko_nouns,ko,10
1970s,코,ko_nouns,ko,2
1970s,애,ko_nouns,ko,25
1970s,도록,ko_nouns,ko,9
1970s,그리움,ko_nouns,ko,27
1970s,고가,ko_nouns,ko,5
1970s,배,ko_nouns,ko,18
1970s,람디람디담,ko_nouns,ko,6
1970s,람디,ko_nouns,ko,3
1970s,담,ko_nouns,ko,6
1970s,멀리,ko_nouns,ko,78
1970s,노래,ko_nouns,ko,111
1970s,둘이서,ko_nouns,ko,19
1970s,빗물,ko_nouns,ko,18
1970s,세월,ko_nouns,ko,53
1970s,가면,ko_nouns,ko,35
1970s,가슴,ko_nouns,ko,113
1970s,가시,ko_nouns,ko,20
1970s,내야,ko_nouns,ko,12
1970s,범띠,ko_nouns,ko,9
1970s,사내,ko_nouns,ko,6
1970s,울,ko_nouns,ko,19
1970s,멋쟁이,ko_nouns,ko,5
1970s,살,ko_nouns,ko,34
1970s,세상,ko_nouns,ko,46
1970s,외로워,ko_nouns,ko,8
1970s,비둘기,ko_nouns,ko,11
1970s,장미꽃,ko_nouns,ko,7
1970s,넝쿨,ko_nouns,ko,3
1970s,집,ko_nouns,ko,23
1970s,메아리,ko_nouns,ko,8
1970s,소리,ko_nouns,ko,51
1970s,맑은,ko_nouns,ko,10
1970s,오솔길,ko_nouns,ko,7
1970s,산새,ko_nouns,ko,8
1970s,옹달샘,ko_nouns,ko,2
1970s,터,ko_nouns,ko,5
1970s,엮어갈,ko_nouns,ko,2
1970s,글자,ko_nouns,ko,8
1970s,외,ko_nouns,ko,4
1970s,기쁨,ko_nouns,ko,13
1970s,태양,ko_nouns,ko,17
1970s,달빛,ko_nouns,ko,19
1970s,얘기,ko_nouns,ko,20
1970s,웃음소리,ko_nouns,ko,1
1970s,울음소리,ko_nouns,ko,4
1970s,덩,ko_nouns,ko,1
1970s,달이,ko_nouns,ko,17
1970s,화,ko_nouns,ko,12
1970s,내시,ko_nouns,ko,1
1970s,덩달아,ko_nouns,ko,2
1970s,무릎,ko_nouns,ko,2
1970s,빌어,ko_nouns,ko,1
1970s,용서,ko_nouns,ko,3
1970s,정다운,ko_nouns,ko,7
1970s,내사,ko_nouns,ko,7
1970s,먼저,ko_nouns,ko,1
1970s,남아,ko_nouns,ko,8
1970s,살수,ko_nouns,ko,2
1970s,곁,ko_nouns,ko,43
1970s,잠,ko_nouns,ko,17
1970s,루루,ko_nouns,ko,14
1970s,루,ko_nouns,ko,8
1970s,굴,ko_nouns,ko,3
1970s,전복,ko_nouns,ko,1
1970s,서산,ko_nouns,ko,8
1970s,갯,ko_nouns,ko,2
1970s,마을,ko_nouns,ko,9
1970s,처녀,ko_nouns,ko,6
1970s,꿈,ko_nouns,ko,105
1970s,놈,ko_nouns,ko,8
1970s,풍랑,ko_nouns,ko,2
1970s,이다지,ko_nouns,ko,6
1970s,사공,ko_nouns,ko,2
1970s,눈,ko_nouns,ko,109
1970s,비,ko_nouns,ko,63
1970s,바다,ko_nouns,ko,34
1970s,한도,ko_nouns,ko,1
1970s,아낙네,ko_nouns,ko,1
1970s,오지랍,ko_nouns,ko,1
1970s,소양강,ko_nouns,ko,3
1970s,황혼,ko_nouns,ko,6
1970s,지면,ko_nouns,ko,7
1970s,갈대,ko_nouns,ko,4
1970s,밭,ko_nouns,ko,36
1970s,두견새,ko_nouns,ko,3
1970s,열,ko_nouns,ko,3
1970s,여덣,ko_nouns,ko,1
1970s,딸기,ko_nouns,ko,4
1970s,순정,ko_nouns,ko,1
1970s,동백꽃,ko_nouns,ko,3
1970s,피고,ko_nouns,ko,8
1970s,계절,ko_nouns,ko,11
1970s,맹세,ko_nouns,ko,12
1970s,멍,ko_nouns,ko,5
1970s,이기,ko_nouns,ko,7
1970s,두발,ko_nouns,ko,1
1970s,이슬비,ko_nouns,ko,5
1970s,때문,ko_nouns,ko,20
1970s,기,ko_nouns,ko,6
1970s,운명,ko_nouns,ko,1
1970s,미련,ko_nouns,ko,12
1970s,빰,ko_nouns,ko,1
1970s,월남,ko_nouns,ko,2
1970s,온,ko_nouns,ko,28
1970s,김상사,ko_nouns,ko,12
1970s,입술,ko_nouns,ko,7
1970s,철모,ko_nouns,ko,1
1970s,동생,ko_nouns,ko,4
1970s,반기,ko_nouns,ko,1
1970s,말썽,ko_nouns,ko,2
1970s,김,ko_nouns,ko,2
1970s,총각,ko_nouns,ko,3
1970s,훈장,ko_nouns,ko,2
1970s,달,ko_nouns,ko,74
1970s,동네,ko_nouns,ko,14
1970s,얼굴,ko_nouns,ko,52
1970s,아들,ko_nouns,ko,12
1970s,어머니,ko_nouns,ko,4
1970s,잔치,ko_nouns,ko,2
1970s,폼,ko_nouns,ko,2
1970s,맘,ko_nouns,ko,43
1970s,고향,ko_nouns,ko,46
1970s,이오,ko_nouns,ko,1
1970s,저리,ko_nouns,ko,6
1970s,향,ko_nouns,ko,17
1970s,이정표,ko_nouns,ko,2
1970s,거리,ko_nouns,ko,33
1970s,도,ko_nouns,ko,12
1970s,삼거리,ko_nouns,ko,3
1970s,세,ko_nouns,ko,4
1970s,갈래,ko_nouns,ko,10
1970s,린다,ko_nouns,ko,3
1970s,경상도,ko_nouns,ko,2
1970s,전라도,ko_nouns,ko,2
1970s,충청도,ko_nouns,ko,5
1970s,가도,ko_nouns,ko,16
1970s,아버님,ko_nouns,ko,2
1970s,전,ko_nouns,ko,19
1970s,어머님,ko_nouns,ko,12
1970s,일자,ko_nouns,ko,1
1970s,객지,ko_nouns,ko,1
1970s,직장,ko_nouns,ko,1
1970s,살이,ko_nouns,ko,1
1970s,불효,ko_nouns,ko,1
1970s,딸,ko_nouns,ko,11
1970s,자식,ko_nouns,ko,4
1970s,주야장천,ko_nouns,ko,1
1970s,근심,ko_nouns,ko,6
1970s,걱정,ko_nouns,ko,2
1970s,부모,ko_nouns,ko,4
1970s,만수무강,ko_nouns,ko,1
1970s,마고자,ko_nouns,ko,1
1970s,회갑,ko_nouns,ko,1
1970s,죄,ko_nouns,ko,1
1970s,부모님,ko_nouns,ko,5
1970s,행복,ko_nouns,ko,48
1970s,라면,ko_nouns,ko,14
1970s,추억,ko_nouns,ko,28
1970s,눈동자,ko_nouns,ko,21
1970s,목소리,ko_nouns,ko,13
1970s,기억,ko_nouns,ko,5
1970s,창가,ko_nouns,ko,10
1970s,가을,ko_nouns,ko,32
1970s,하늘,ko_nouns,ko,106
1970s,고간,ko_nouns,ko,4
1970s,다짐,ko_nouns,ko,6
1970s,아아,ko_nouns,ko,31
1970s,달무리,ko_nouns,ko,8
1970s,창문,ko_nouns,ko,8
1970s,꽃내음,ko_nouns,ko,4
1970s,여인,ko_nouns,ko,26
1970s,잠기,ko_nouns,ko,1
1970s,보이,ko_nouns,ko,4
1970s,축제,ko_nouns,ko,6
1970s,밤,ko_nouns,ko,119
1970s,금,ko_nouns,ko,2
1970s,물결,ko_nouns,ko,19
1970s,사모,ko_nouns,ko,4
1970s,정은,ko_nouns,ko,2
1970s,생명,ko_nouns,ko,12
1970s,목숨,ko_nouns,ko,4
1970s,가지마오,ko_nouns,ko,3
1970s,영원,ko_nouns,ko,4
1970s,백년,ko_nouns,ko,4
1970s,마오,ko_nouns,ko,6
1970s,술잔,ko_nouns,ko,6
1970s,뿌리,ko_nouns,ko,2
1970s,망향가,ko_nouns,ko,1
1970s,아줌마,ko_nouns,ko,2
1970s,동동주,ko_nouns,ko,2
1970s,술타령,ko_nouns,ko,1
1970s,섧구,ko_nouns,ko,2
1970s,찬,ko_nouns,ko,15
1970s,목로,ko_nouns,ko,1
1970s,주점,ko_nouns,ko,1
1970s,나그네,ko_nouns,ko,8
1970s,넋두리,ko_nouns,ko,2
1970s,하소연,ko_nouns,ko,1
1970s,푸념,ko_nouns,ko,1
1970s,사투리,ko_nouns,ko,1
1970s,인생,ko_nouns,ko,12
1970s,불빛,ko_nouns,ko,8
1970s,섧다,ko_nouns,ko,2
1970s,강,ko_nouns,ko,12
1970s,지금,ko_nouns,ko,50
1970s,듯,ko_nouns,ko,9
1970s,진,ko_nouns,ko,7
1970s,봄,ko_nouns,ko,20
1970s,손,ko_nouns,ko,51
1970s,대가,ko_nouns,ko,1
1970s,흐,ko_nouns,ko,2
1970s,산,ko_nouns,ko,27
1970s,끼,ko_nouns,ko,5
1970s,아래,ko_nouns,ko,21
1970s,가슴속,ko_nouns,ko,10
1970s,진달래,ko_nouns,ko,3
1970s,피,ko_nouns,ko,5
1970s,소식,ko_nouns,ko,13
1970s,마로니에,ko_nouns,ko,7
1970s,봄비,ko_nouns,ko,26
1970s,임자,ko_nouns,ko,1
1970s,청춘,ko_nouns,ko,3
1970s,잎,ko_nouns,ko,19
1970s,불,ko_nouns,ko,8
1970s,낙엽,ko_nouns,ko,23
1970s,덧,ko_nouns,ko,3
1970s,끼리,ko_nouns,ko,2
1970s,잡고,ko_nouns,ko,14
1970s,마주,ko_nouns,ko,24
1970s,웃음,ko_nouns,ko,26
1970s,며,ko_nouns,ko,4
1970s,풍선,ko_nouns,ko,4
1970s,가득,ko_nouns,ko,19
1970s,감고,ko_nouns,ko,8
1970s,여울,ko_nouns,ko,4
1970s,푸르른,ko_nouns,ko,5
1970s,음,ko_nouns,ko,31
1970s,뜰,ko_nouns,ko,3
1970s,햇살,ko_nouns,ko,7
1970s,창,ko_nouns,ko,15
1970s,별빛,ko_nouns,ko,6
1970s,비바람,ko_nouns,ko,5
1970s,불어,ko_nouns,ko,5
1970s,어려움,ko_nouns,ko,2
1970s,꽃동네,ko_nouns,ko,4
1970s,준,ko_nouns,ko,19
1970s,바닷가,ko_nouns,ko,15
1970s,모래성,ko_nouns,ko,1
1970s,정녕,ko_nouns,ko,4
1970s,반지,ko_nouns,ko,2
1970s,그리네,ko_nouns,ko,4
1970s,일이,ko_nouns,ko,10
1970s,별,ko_nouns,ko,63
1970s,님,ko_nouns,ko,76
1970s,곳,ko_nouns,ko,73
1970s,조개,ko_nouns,ko,3
1970s,껍질,ko_nouns,ko,1
1970s,그녀,ko_nouns,ko,13
